        1000   89660.2500000000     
        2000   89595.0800000000     
        3000   89657.2500000000     
        4000   89656.9300000000     
        5000   89618.4600000000     
        6000   89685.9800000000     
        7000   89587.8700000000     
        8000   89543.3900000000     
        9000   89574.4500000000     
       10000   89583.3700000000     
       11000   89571.9200000000     
       12000   89574.2700000000     
       13000   89579.9300000000     
       14000   89530.4900000000     
       15000   89493.9800000000     
       16000   89497.7000000000     
       17000   89436.0600000000     
       18000   89438.3900000000     
       19000   89464.1400000000     
       20000   89480.4000000000     
       21000   89375.9500000000     
       22000   89407.0500000000     
       23000   89411.8600000000     
       24000   89443.6000000000     
       25000   89431.0500000000     
       26000   89351.9600000000     
       27000   89354.7100000000     
       28000   89375.1400000000     
       29000   89379.2000000000     
       30000   89406.7300000000     
       31000   89386.1200000000     
       32000   89349.6500000000     
       33000   89326.5400000000     
       34000   89404.4000000000     
       35000   89409.6300000000     
       36000   89382.2600000000     
       37000   89419.6900000000     
       38000   89524.9800000000     
       39000   89480.8500000000     
       40000   89392.3200000000     
       41000   89424.3200000000     
       42000   89421.3600000000     
       43000   89490.0000000000     
       44000   89494.5600000000     
       45000   89419.2000000000     
       46000   89465.0800000000     
       47000   89477.2200000000     
       48000   89610.5700000000     
       49000   89524.1500000000     
       50000   89582.6800000000     
       51000   89593.2600000000     
       52000   89569.5000000000     
       53000   89572.2400000000     
       54000   89634.9800000000     
       55000   89538.6700000000     
       56000   89579.2800000000     
       57000   89603.3500000000     
       58000   89588.5800000000     
       59000   89615.8200000000     
       60000   89609.2100000000     
       61000   89625.5700000000     
       62000   89612.4200000000     
       63000   89586.0700000000     
       64000   89650.0400000000     
       65000   89635.5700000000     
       66000   89699.9400000000     
       67000   89650.5300000000     
       68000   89711.9800000000     
       69000   89699.3200000000     
       70000   89715.7900000000     
       71000   89722.4800000000     
       72000   89739.8300000000     
       73000   89776.1300000000     
       74000   89767.9500000000     
       75000   89864.5100000000     
       76000   89928.5200000000     
       77000   89976.2700000000     
       78000   89924.1600000000     
       79000   89965.0800000000     
       80000   89862.1500000000     
       81000   89885.0900000000     
       82000   89922.7200000000     
       83000   89928.6500000000     
       84000   89883.4900000000     
       85000   89891.4400000000     
       86000   89861.9200000000     
       87000   89904.4000000000     
       88000   89933.6000000000     
       89000   89957.6700000000     
       90000   89956.2700000000     
       91000   89982.8400000000     
       92000   89970.6600000000     
       93000   90073.2200000000     
       94000   90121.6900000000     
       95000   90125.1600000000     
       96000   90134.8300000000     
       97000   90119.2100000000     
       98000   90115.2500000000     
       99000   90127.3200000000     
      100000   90224.7800000000     
      101000   90256.5400000000     
      102000   90319.5400000000     
      103000   90453.7900000000     
      104000   90552.6700000000     
      105000   90539.6600000000     
      106000   90699.7800000000     
      107000   90673.8400000000     
      108000   90665.8400000000     
      109000   90746.5600000000     
      110000   90723.0800000000     
      111000   90680.4200000000     
      112000   90616.6200000000     
      113000   90651.1300000000     
      114000   90622.3100000000     
      115000   90637.8400000000     
      116000   90697.7300000000     
      117000   90685.1600000000     
      118000   90760.1200000000     
      119000   90694.5000000000     
      120000   90629.4200000000     
      121000   90582.1600000000     
      122000   90669.1300000000     
      123000   90654.6200000000     
      124000   90648.0000000000     
      125000   90801.6400000000     
      126000   90685.5100000000     
      127000   90703.5000000000     
      128000   90680.9300000000     
      129000   90688.6200000000     
      130000   90772.3400000000     
      131000   90738.3700000000     
      132000   90722.2500000000     
      133000   90775.4600000000     
      134000   90714.2700000000     
      135000   90722.4000000000     
      136000   90721.8100000000     
      137000   90709.1600000000     
      138000   90755.4800000000     
      139000   90829.0400000000     
      140000   90780.5800000000     
      141000   90731.9200000000     
      142000   90743.0500000000     
      143000   90741.2900000000     
      144000   90800.0100000000     
      145000   90834.4000000000     
      146000   90724.2500000000     
      147000   90734.0300000000     
      148000   90733.4500000000     
      149000   90795.7300000000     
      150000   90757.9800000000     
      151000   90807.3900000000     
      152000   90813.8600000000     
      153000   90896.3700000000     
      154000   90832.7900000000     
      155000   90795.4500000000     
      156000   90810.6700000000     
      157000   90811.3500000000     
      158000   90894.1700000000     
      159000   90876.8800000000     
      160000   90893.4100000000     
      161000   90863.2800000000     
      162000   90819.0300000000     
      163000   90916.7500000000     
      164000   90824.2900000000     
      165000   90975.4700000000     
      166000   90920.2500000000     
      167000   90852.9800000000     
      168000   90824.9900000000     
      169000   90794.4200000000     
      170000   90866.0600000000     
      171000   90886.5400000000     
      172000   90879.6600000000     
      173000   90870.1200000000     
      174000   90861.5200000000     
      175000   90895.5200000000     
      176000   90908.5000000000     
      177000   90870.3500000000     
      178000   90870.9100000000     
      179000   90841.0000000000     
      180000   90844.1300000000     
      181000   90813.3000000000     
      182000   90839.2900000000     
      183000   90745.0600000000     
      184000   90819.9400000000     
      185000   90810.9000000000     
      186000   90779.3200000000     
